concat_id
ÁCIDO TRANEXÁMICO SÓLIDO ORAL SOR-01 250 mg
ÁCIDO TRANEXÁMICO LÍQUIDO PARENTERAL LPA-02 50 mg/mL
ÁCIDO VALPROICO (SAL SÓDICA) SÓLIDO ORAL SOR-01 250 mg
ÁCIDO VALPROICO (SAL SÓDICA) SÓLIDO ORAL SOR-02 250 mg
ÁCIDO VALPROICO (SAL SÓDICA) LÍQUIDO ORAL LOR-01 200 mg/ml
ÁCIDO VALPROICO (SAL SÓDICA) LÍQUIDO ORAL LOR-01 250 mg/5 ml
ÁCIDO VALPROICO (SAL SÓDICA) LÍQUIDO ORAL LOR-01 375 mg/ml
ÁCIDO VALPROICO (SAL SÓDICA) SÓLIDO ORAL SOR-01 200 mg
ÁCIDO VALPROICO (SAL SÓDICA) SÓLIDO ORAL SOR-02 200 mg
ÁCIDO VALPROICO (SAL SÓDICA) SÓLIDO ORAL SOR-01 400 mg
ÁCIDO VALPROICO (SAL SÓDICA) SÓLIDO ORAL SOR-01 500 mg
ÁCIDO VALPROICO (SAL SÓDICA) SÓLIDO ORAL SOR-02 500 mg
ÁCIDO VALPROICO (SAL SÓDICA) LÍQUIDO PARENTERAL LPA-02 500 mg
ÁCIDO ZOLENDRONICO SÓLIDO PARENTERAL SPA-04 4 mg
"ÁCIDO ZOLENDRONICO LÍQUIDO PARENTERAL LPA-02 0,8 mg/ml"
ACTIVIDAD DEL DESVÍO DEL INHIBIDOR DEL FACTOR VIII SÓLIDO PARENTERAL SPA-04 500 UI
ADALIMUMAB LÍQUIDO PARENTERAL LPA-02 40 mg
ADAPALENO SEMISÓLIDO CUTÁNEO SSC-01 0.001
ADEFOVIR SÓLIDO ORAL SOR-01 10 mg
ADENOSINA LÍQUIDO PARENTERAL LPA-02 3 mg/ mL
AFATINIB SÓLIDO ORAL SOR-01 20 mg
AFATINIB SÓLIDO ORAL SOR-01 30 mg
AFATINIB SÓLIDO ORAL SOR-01 40 mg
AFATINIB SÓLIDO ORAL SOR-01 50 mg
AFLIBERCEPT LÍQUIDO PARENTERAL LPA-02 40 mg/mL
AGALSIDASA BETA SÓLIDO PARENTERAL SPA-04 35 mg
AGENTES GELATINAS (GELATINA SUCCINILADA) LÍQUIDO PARENTERAL LPA-02 0.04
AGENTES GELATINAS (POLIGELINA) LÍQUIDO PARENTERAL LPA-02 0.035
ALBENDAZOL SÓLIDO ORAL SOR-03 400 mg
ALBENDAZOL LÍQUIDO ORAL SUSPENSIÓN 20 mg/ml
ALBUMINA LÍQUIDO PARENTERAL LPA-02 0.25
ALBUMINA LÍQUIDO PARENTERAL LPA-02 0.2
ALCOHOL ETÍLICO LÍQUIDO CUTÁNEO LCU-01 70° GL
ALECTINIB SÓLIDO ORAL SOR-01 150 mg
"ALEMTUZUMAB LÍQUIDO PARENTERAL LPA-02 12 mg/1,2 ml"
ALFUZOSINA SÓLIDO ORAL SOR-02 10 mg
ALGLUCOSIDASA ALFA SÓLIDO PARENTERAL SPA-04 50 mg
ALOGLIPTINA SÓLIDO ORAL SOR-01 25 mg
ALOGLIPTINA + METFORMINA SÓLIDO ORAL SOR-01 12.5 mg + 1000 mg
ALOGLIPTINA + METFORMINA SÓLIDO ORAL SOR-01 12.5 mg + 500 mg
ALOGLIPTINA + PIOGLITAZONA SÓLIDO ORAL SOR-01 25 mg +15 mg
ALOPURINOL SÓLIDO ORAL SOR-01 100 mg
ALOPURINOL SÓLIDO ORAL SOR-01 300 mg
"ALPRAZOLAM SÓLIDO ORAL SOR-01 0,5 mg"
"ALPRAZOLAM SÓLIDO ORAL SOR-01 0,25 mg"
"ALPROSTADIL LÍQUIDO PARENTERAL LPA-02 0,5 mg (500 mcg/ml)"
ALPROSTADIL LÍQUIDO PARENTERAL LPA-02 20 mcg/mL
ALTEPLASA SÓLIDO PARENTERAL SPA-04 50 mg
AMANTADINA SÓLIDO ORAL SOR-01 100 mg
AMBRISENTAN SÓLIDO ORAL SOR-01 5 mg
AMBRISENTAN SÓLIDO ORAL SOR-01 10 mg
"AMBROXOL + CLENBUTEROL LÍQUIDO ORAL LOR-01 (7,5 mg + 0,005 mg) / 5 ml"
"AMBROXOL + SALBUTAMOL LÍQUIDO ORAL LOR-01 (7,5 mg + 2 mg)/5ml"
AMFOTERICINA B SÓLIDO PARENTERAL SPA-04 50 mg
AMIFOSTINA SÓLIDO PARENTERAL SPA-04 500 mg
AMIKACINA LÍQUIDO PARENTERAL LPA-02 250 mg/mL
"AMIKACINA LÍQUIDO PARENTERAL LPA-02 1,25 g"
AMIKACINA LÍQUIDO PARENTERAL LPA-02 50 mg/mL
AMIKACINA LÍQUIDO PARENTERAL LPA-02 250 mg
AMIKACINA LÍQUIDO PARENTERAL LPA-02 500 mg
AMIKACINA LÍQUIDO PARENTERAL LPA-02 1 g
AMINOÁCIDOS LÍQUIDO PARENTERAL LPA-02 0.1
AMINOÁCIDOS LÍQUIDO PARENTERAL LPA-02 0.15
AMINOFILINA LÍQUIDO PARENTERAL LPA-02 25 mg/mL
AMINOSALICILATO DE SODIO SÓLIDO ORAL SOR-06 800 mg
AMIODARONA SÓLIDO ORAL SOR-01 200 mg
AMIODARONA LÍQUIDO PARENTERAL LPA-02 50 mg/mL
AMITRIPTILINA SÓLIDO ORAL SOR-01 25 mg
AMLODIPINA SÓLIDO ORAL SOR-01 10 mg
AMLODIPINA SÓLIDO ORAL SOR-01 5 mg
"AMLODIPINA + BENAZEPRIL SÓLIDO ORAL SOR-01 2,5 mg + 10 mg"
AMLODIPINA + BENAZEPRIL SÓLIDO ORAL SOR-01 20 mg + 5 mg
AMLODIPINA + BENAZEPRIL SÓLIDO ORAL SOR-01 5 mg + 10 mg
"AMLODIPINA + ENALAPRIL SÓLIDO ORAL SOR-01 2,5 mg + 10 mg"
AMLODIPINA + ENALAPRIL SÓLIDO ORAL SOR-01 20 mg + 5 mg
AMLODIPINA + LOSARTÁN SÓLIDO ORAL SOR-01 50 mg + 5 mg
AMLODIPINA + LOSARTÁN SÓLIDO ORAL SOR-01 5 mg + 100 mg
"AMLODIPINA + LOSARTÁN SÓLIDO ORAL SOR-01 2,5 mg + 50 mg"
AMLODIPINA + OLMESARTÁN SÓLIDO ORAL SOR-01 20 mg + 5 mg
AMLODIPINA + TELMISARTÁN SÓLIDO ORAL SOR-01 5 mg + 80 mg
AMLODIPINA + VALSARTÁN SÓLIDO ORAL SOR-01 5 mg + 80 mg
AMLODIPINA + VALSARTÁN SÓLIDO ORAL SOR-01 10 mg + 160 mg
AMLODIPINA + VALSARTÁN SÓLIDO ORAL SOR-01 5 mg + 160 mg
AMLODIPINA + VALSARTÁN + HIDROCLOROTIAZIDA SÓLIDO ORAL SOR-01 5 mg + 160 mg + 25 mg
"AMLODIPINA + VALSARTÁN + HIDROCLOROTIAZIDA SÓLIDO ORAL SOR-01 5 mg + 160 mg + 12,5 mg"
"AMLODIPINA + VALSARTÁN + HIDROCLOROTIAZIDA SÓLIDO ORAL SOR-01 10 mg + 160 mg + 12,5 mg"
AMLODIPINA + VALSARTÁN + HIDROCLOROTIAZIDA SÓLIDO ORAL SOR-01 10 mg + 320 mg + 25 mg
"AMLODIPINO + CANDESARTÁN + HIDROCLOROTIAZIDA SÓLIDO ORAL SOR-01 5 mg + 16 mg + 12,5 mg"
AMLODIPINO + CANDESARTÁN SÓLIDO ORAL SOR-01 10 mg + 16 mg
AMOXICILINA SÓLIDO ORAL SOR-01 500 mg
AMOXICILINA SÓLIDO ORAL SOR-06 100 mg/ml
AMOXICILINA SÓLIDO ORAL SOR-06 250 mg/5 ml
AMOXICILINA SÓLIDO ORAL SOR-06 500 mg/5 ml
"AMOXICILINA + ÁCIDO CLAVULANICO SÓLIDO ORAL SOR-06 125 mg + 31,25 mg/5ml"
"AMOXICILINA + ÁCIDO CLAVULANICO SÓLIDO ORAL SOR-06 250 mg + 62,5 mg/5 ml"
AMOXICILINA + ÁCIDO CLAVULANICO SÓLIDO ORAL SOR-01 500 mg + 125 mg
AMOXICILINA + ÁCIDO CLAVULANICO SÓLIDO PARENTERAL SPA-04 1000 mg + 200 mg
AMPICILINA SÓLIDO PARENTERAL SPA-04 1 g
AMPICILINA SÓLIDO PARENTERAL SPA-04 500 mg
AMPICILINA + SULBACTAM (SULTAMICILINA) SÓLIDO PARENTERAL SPA-04 1000 mg + 500 mg
AMPICILINA + SULBACTAM (SULTAMICILINA) SÓLIDO ORAL SOR-01 375 mg
AMPICILINA + SULBACTAM (SULTAMICILINA) SÓLIDO ORAL SOR-01 750 mg
ANASTROZOL SÓLIDO ORAL SOR-01 1 mg
ANFOTERICINA B LÍQUIDO PARENTERAL COMPLEJO LIPIDICO SOLUCIÓN INYECTABLE PARA INFUSIÓN INTRAVENOSA 5 mg/ml
ANIDULAFUNGINA SÓLIDO PARENTERAL SPA-04 100 mg
ANTÍGENO DE VIRUS HEPATITIS A + ANTÍGENO DE SUPERFICIE DE VIRUS HEPATITIS B LÍQUIDO PARENTERAL LPA-02 (720 U ELISA + 20 mcg)/ml
APALUTAMIDA SÓLIDO ORAL SOR-01 60 mg
"APIXABAN SÓLIDO ORAL SOR-01 2,5 mg"
APIXABAN SÓLIDO ORAL SOR-01 5 mg
APREMILAST SÓLIDO ORAL SOR-01 30 mg
APREMILAST SÓLIDO ORAL SOR-01 20 mg
APREMILAST SÓLIDO ORAL SOR-01 10 mg
ARIPIPRAZOL SÓLIDO ORAL SOR-01 10 mg
ARIPIPRAZOL SÓLIDO ORAL SOR-01 15 mg
ARIPIPRAZOL SÓLIDO ORAL SOR-01 20 mg
ARIPIPRAZOL SÓLIDO ORAL SOR-01 5 mg
ARTEMETER + LUMEFANTRINA SÓLIDO ORAL SOR-01 20 mg + 120 mg
ASCIMINIB SÓLIDO ORAL SOR-01 40 mg
ASPARAGINASA SÓLIDO PARENTERAL POLVO PARA INYECCIÓN 10 000 UI
ATAZANAVIR SÓLIDO ORAL SOR-01 150 mg
ATAZANAVIR SÓLIDO ORAL SOR-01 200 mg
ATENOLOL SÓLIDO ORAL SOR-01 50 mg
ATENOLOL SÓLIDO ORAL SOR-01 100 mg
ATENOLOL + CLORTALIDONA SÓLIDO ORAL SOR-01 100 mg + 25 mg
"ATENOLOL + CLORTALIDONA SÓLIDO ORAL SOR-01 50 mg + 12,5 mg"
ATEZOLIZUMAB LÍQUIDO PARENTERAL LPA-02 60 mg/ml
ATORVASTATINA SÓLIDO ORAL SOR-01 20 mg
ATORVASTATINA SÓLIDO ORAL CÁPSULA BLANDA 20 mg
ATORVASTATINA SÓLIDO ORAL SOR-01 40 mg
ATORVASTATINA SÓLIDO ORAL CÁPSULA BLANDA 40 mg
ATORVASTATINA SÓLIDO ORAL SOR-01 80 mg
ATORVASTATINA + EZETIMIBA SÓLIDO ORAL SOR-01 40 mg + 10 mg
ATROPINA LÍQUIDO PARENTERAL LPA-02 1mg/mL
ATROPINA LÍQUIDO OFTÁLMICO LOF-01 0.005
ATROPINA LÍQUIDO OFTÁLMICO LOF-01 0.01
AXITINIB SÓLIDO ORAL SOR-01 5 mg
AXITINIB SÓLIDO ORAL SOR-01 1 mg
AZACITIDINA SÓLIDO PARENTERAL SPA-04 100 mg
AZATIOPRINA SÓLIDO ORAL SOR-01 50 mg
AZITROMICINA SÓLIDO ORAL SOR-06 200 mg/5 ml
AZITROMICINA SÓLIDO ORAL SOR-01 500 mg
BACLOFENO SÓLIDO ORAL SOR-01 10 mg
BALOXAVIR MARBOXIL SÓLIDO ORAL SOR-01 40 mg
BALOXAVIR MARBOXIL SÓLIDO ORAL SOR-01 20 mg
BARICITINIB SÓLIDO ORAL SOR-01 2 mg
BARICITINIB SÓLIDO ORAL SOR-01 4 mg
BASILIXIMAB SÓLIDO PARENTERAL SPA-04 20 mg
BECLOMETASONA LÍQUIDO PARA INHALACIÓN LNA-02 250 mcg/dosis
BECLOMETASONA LÍQUIDO PARA INHALACIÓN LNA-02 50 mcg/dosis
BENCILPENICILINA (PENICILINA G CRISTALINA) SÓLIDO PARENTERAL SPA-04 1 000 000 UI
BENCILPENICILINA (PENICILINA G CRISTALINA) SÓLIDO PARENTERAL SPA-04 5 000 000 UI
BENCILPENICILINA BENZATINICA (PENICILINA G BENZATINICA) SÓLIDO PARENTERAL SPA-04 1 200 000 UI
BENCILPENICILINA BENZATINICA (PENICILINA G BENZATINICA) SÓLIDO PARENTERAL SPA-04 600 000 UI
BENCILPENICILINA BENZATINICA (PENICILINA G BENZATINICA) SÓLIDO PARENTERAL SPA-04 2 400 000 UI
BENDAMUSTINA CLORHIDRATO SÓLIDO PARENTERAL SPA-04 25 mg
BENDAMUSTINA CLORHIDRATO SÓLIDO PARENTERAL SPA-04 100 mg
BETAHISTINA SÓLIDO ORAL SOR-01 16 mg
BETAHISTINA SÓLIDO ORAL SOR-01 24 mg
"BETAHISTINA LÍQUIDO ORAL LOR-01 12,5 mg /ml"
BETAHISTINA SÓLIDO ORAL SOR-01 8 mg
BETAMETASONA LÍQUIDO CUTÁNEO LCU-01 0.0005
BETAMETASONA LÍQUIDO PARENTERAL LPA-02 4mg/mL
BETAMETASONA SEMISÓLIDO CUTÁNEO SSC-01 0.0005
BETAMETASONA SEMISÓLIDO CUTÁNEO SSC-01 0.001
BETAMETASONA DIPROPIONATO (EQUIVALENTE A BETAMETASONA) + BETAMETASONA FOSFATO (EQUIVALENTE A BETAMETASONA) LÍQUIDO PARENTERAL - 5 mg + 2 mg/ ml
BEVACIZUMAB LÍQUIDO PARENTERAL LPA-02 25 mg/mL
BEXAROTENO SÓLIDO ORAL SOR-01 75 mg
BEZAFIBRATO SÓLIDO ORAL SOR-02 400 mg
BICALUTAMIDA SÓLIDO ORAL SOR-01 50 mg
BICALUTAMIDA SÓLIDO ORAL SOR-01 150 mg
"BICARBONATO DE SODIO LÍQUIDO PARENTERAL LPA-02 1 mEq/mL (8,4%)"
BINIMETINIB SÓLIDO ORAL SOR-01 15 mg
BIPERIDENO SÓLIDO ORAL SOR-01 2 mg
BIPERIDENO SÓLIDO ORAL SOR-01 4 mg
BIPERIDENO LÍQUIDO PARENTERAL LPA-02 5 mg
"BISOPROLOL SÓLIDO ORAL SOR-01 2,5 mg"
"BISOPROLOL SÓLIDO ORAL SOR-01 1,25 mg"
BISOPROLOL SÓLIDO ORAL SOR-01 10 mg
BISOPROLOL SÓLIDO ORAL SOR-01 5 mg
BISOPROLOL + AMLODIPINO SÓLIDO ORAL SOR-01 5 mg + 5 mg
BISOPROLOL + AMLODIPINO SÓLIDO ORAL SOR-01 5 mg + 10 mg
BISOPROLOL + AMLODIPINO SÓLIDO ORAL SOR-01 10 mg + 5 mg
"BISOPROLOL + HIDROCLOROTIAZIDA SÓLIDO ORAL SOR-01 5 mg + 6,25 mg"
BLEOMICINA SÓLIDO PARENTERAL SPA-04 15 UI
BOCEPREVIR SÓLIDO ORAL SOR-01 200 mg
"BORTEZOMIB SÓLIDO PARENTERAL SPA-04 3,5 mg"
"BORTEZOMIB SÓLIDO PARENTERAL SPA-04 2,5 mg"
BOSENTANO SÓLIDO ORAL SOR-01 125 mg
"BOSENTANO SÓLIDO ORAL SOR-01 62,5 mg"
BOSUTINIB SÓLIDO ORAL SOR-01 500 mg
BOSUTINIB SÓLIDO ORAL SOR-01 100 mg
BRENTUXIMAB VEDOTIN SÓLIDO PARENTERAL SPA-04 50 mg
BREXPIPRAZOL SÓLIDO ORAL SOR-01 2 mg
BREXPIPRAZOL SÓLIDO ORAL SOR-01 1 mg
"BREXPIPRAZOL SÓLIDO ORAL SOR-01 0,5 mg"
BRIVARACETAM SÓLIDO ORAL SOR-01 100 mg
BRIVARACETAM SÓLIDO ORAL SOR-01 25 mg
BRIVARACETAM SÓLIDO ORAL SOR-01 50 mg
"BROMFENACO LÍQUIDO OFTÁLMICO LOF-01 0,9 mg/ml"
"BROMOCRIPTINA SÓLIDO ORAL SOR-01 2,5 mg"
"BROMURO DE IPRATROPIO LÍQUIDO NASAL LNA-01 0,06 g/100 ml (42 mcg/dosis)"
"BROMURO DE TIOTROPIO + OLODATEROL LÍQUIDO ORAL LOR-04 (2,5 mcg + 2.5 mcg) / pulsación (5,0 mcg + 5.0 mcg )/ dosis"
BROMURO DE TIOTROPIO SÓLIDO PARA INHALACIÓN SNA-01 0.0225 mg
BUDESONIDA LÍQUIDO PARA INHALACIÓN LOR-04 200 mcg/dosis
BUPIVACAÍNA (SIN EPINEFRINA) LÍQUIDO PARENTERAL LPA-02 0.005
BUPIVACAÍNA (SIN EPINEFRINA) LÍQUIDO PARENTERAL LPA-02 0.0075
BUPIVACAÍNA HIPERBARICA LÍQUIDO PARENTERAL LPA-02 0.0075
BUPIVACAÍNA HIPERBARICA LÍQUIDO PARENTERAL LPA-02 0.005
BUPRENORFINA SÓLIDO CUTÁNEO SCU-01 20 mg
"BUPRENORFINA SÓLIDO ORAL SOR-03 0,2 mg"
"BUPRENORFINA LÍQUIDO PARENTERAL LPA-02 0,3 mg/mL"
BUSULÁN LÍQUIDO PARENTERAL LPA-02 6 mg/ml
BUTIL ESCOPOLAMINA (N-BUTILBROMURO DE HIOSCINA) LÍQUIDO PARENTERAL LPA-02 20 mg/ ml
"CABAZITAXEL LÍQUIDO PARENTERAL LPA-02 60 mg/1,5 ml (40 mg/ml)"
"CABERGOLINA SÓLIDO ORAL SOR-01 0,5 mg"
CABOZANTINIB SÓLIDO ORAL SOR-01 20 mg
CABOZANTINIB SÓLIDO ORAL SOR-01 40 mg
CABOZANTINIB SÓLIDO ORAL SOR-01 60 mg
CAFEÍNA LÍQUIDO PARENTERAL LPA-02 20 mg/ ml
CALCIO CARBONATO SÓLIDO ORAL SOR-01 500 mg
CALCIO GLUCONATO LÍQUIDO PARENTERAL LPA-02 0.1
"CALCIPOTRIOL + BETAMETASONA DIPROPIONATO SEMISÓLIDO CUTÁNEO SSC-01 (50 mcg + 0,5 mg)/g"
"CALCITRIOL SÓLIDO ORAL SOR-01 0,5 mcg"
CANDESARTÁN SÓLIDO ORAL SOR-01 8 mg
CANDESARTÁN SÓLIDO ORAL SOR-01 16 mg
CANDESARTÁN SÓLIDO ORAL SOR-01 32 mg
CANDESARTÁN + AMLODIPINO SÓLIDO ORAL SOR-01 16 mg + 5 mg
"CANDESARTÁN + HIDROCLOROTIAZIDA SÓLIDO ORAL SOR-01 16mg+ 12,5mg"
"CANDESARTÁN + HIDROCLOROTIAZIDA SÓLIDO ORAL SOR-01 32 mg + 12,5 mg"
"CANDESARTÁN + HIDROCLOROTIAZIDA SÓLIDO ORAL SOR-01 8 mg + 12,5 mg"
CAPECITABINA SÓLIDO ORAL SOR-01 500 mg
CAPTOPRIL SÓLIDO ORAL SOR-01 25 mg
CAPTOPRIL SÓLIDO ORAL SOR-01 50 mg
CARBAMAZEPINA SÓLIDO ORAL SOR-01 100 mg
CARBAMAZEPINA SÓLIDO ORAL SOR-01 200 mg
CARBAMAZEPINA SÓLIDO ORAL SOR-02 400 mg
CARBAMAZEPINA LÍQUIDO ORAL LOR-04 100 mg/5 ml
CARBAMAZEPINA SÓLIDO ORAL SOR-01 400 mg
CARBOHIDRATOS (DEXTROSA EN AGUA) LÍQUIDO PARENTERAL SOLUCIÓN PARA INFUSIÓN 0.5
CARBOHIDRATOS (DEXTROSA EN AGUA) LÍQUIDO PARENTERAL LPA-02 0.1
CARBOHIDRATOS (DEXTROSA EN AGUA) LÍQUIDO PARENTERAL LPA-02 0.05
CARBOPLATINO SÓLIDO PARENTERAL SPA-04 150 mg
CARBOPLATINO SÓLIDO PARENTERAL SPA-04 450 mg
CARBOPLATINO LÍQUIDO PARENTERAL LPA-02 10 mg/ml
CARFILZOMIB SÓLIDO PARENTERAL SPA-04 60 mg
"CARIPRAZINA SÓLIDO ORAL SOR-01 1,5 mg"
CARIPRAZINA SÓLIDO ORAL SOR-01 3 mg
CARIPRAZINA SÓLIDO ORAL SOR-01 6 mg
"CARVEDILOL SÓLIDO ORAL SOR-01 12,5 mg"
CARVEDILOL SÓLIDO ORAL SOR-01 25 mg
CARVEDILOL SÓLIDO ORAL SOR-01 50 mg
"CARVEDILOL SÓLIDO ORAL SOR-01 6,25 mg"
CARVEDILOL SÓLIDO ORAL SOR-02 40 mg
CARVEDILOL SÓLIDO ORAL SOR-02 20 mg
"CARVEDILOL + HIDROCLOROTIAZIDA SÓLIDO ORAL SOR-01 25 mg + 12,5 mg"
CASPOFUNGINA SÓLIDO PARENTERAL SPA-04 50 mg
CASPOFUNGINA SÓLIDO PARENTERAL SPA-04 70 mg
CEFALEXINA SÓLIDO ORAL SOR-01 500 mg
CEFALEXINA SÓLIDO ORAL SOR-06 250 mg/5 ml
CEFAZOLINA SÓLIDO PARENTERAL SPA-04 1 g
CEFEPIMA SÓLIDO PARENTERAL SPA-04 1 g
CEFOTAXIMA SÓLIDO PARENTERAL SPA-04 1 g
CEFTAZIDIMA SÓLIDO PARENTERAL SPA-04 1 g
CEFTAZIDIMA SÓLIDO PARENTERAL SPA-04 500 mg
"CEFTAZIDIMA + AVIBACTAM SÓLIDO PARENTERAL SPA-04 2 g + 0,5 g"
CEFTRIAXONA SÓLIDO PARENTERAL SPA-04 1 g
CEFTRIAXONA SÓLIDO PARENTERAL SPA-04 500 mg
CEFUROXIMA SÓLIDO ORAL SOR-01 250 mg
CEFUROXIMA SÓLIDO ORAL SOR-01 500 mg
CEFUROXIMA SÓLIDO ORAL SOR-06 250 mg
CEFUROXIMA SÓLIDO PARENTERAL SPA-04 750 mg
CEFUROXIMA SÓLIDO ORAL SOR-06 125 mg/5 ml
CEFUROXIMA SÓLIDO ORAL SOR-06 250 mg/5 ml
CERTOLIZUMAB LÍQUIDO PARENTERAL LPA-02 200 mg
CETUXIMAB LÍQUIDO PARENTERAL LPA-02 5 mg/ml
CICLOFOSFAMIDA SÓLIDO ORAL SOR-01 50 mg
CICLOFOSFAMIDA SÓLIDO PARENTERAL SPA-04 1 g
CICLOFOSFAMIDA SÓLIDO PARENTERAL SPA-04 500 mg
CICLOSERINA SÓLIDO ORAL SOR-01 250 mg
CICLOSPORINA SÓLIDO ORAL SOR-01 100 mg
CICLOSPORINA SÓLIDO ORAL SOR-01 25 mg
CICLOSPORINA SÓLIDO ORAL SOR-01 50 mg
CICLOSPORINA LÍQUIDO ORAL LOR-04 100 mg/ml
CICLOSPORINA LÍQUIDO PARENTERAL LPA-02 50 mg/ml
CINACALCET SÓLIDO ORAL SOR-01 90 mg
CINACALCET SÓLIDO ORAL SOR-01 60 mg
CINACALCET SÓLIDO ORAL SOR-01 30 mg
CINARIZINA SÓLIDO ORAL SOR-01 75 mg
CIPROFIBRATO SÓLIDO ORAL SOR-01 100 mg
CIPROFLOXACINA SÓLIDO ORAL SOR-01 500 mg
CIPROFLOXACINA SÓLIDO ORAL SOR-02 500 mg
CIPROFLOXACINA LÍQUIDO PARENTERAL LPA-02 2 mg/ml
CIPROFLOXACINA LÍQUIDO PARENTERAL LPA-02 20 mg/ml
CIPROFLOXACINA LÍQUIDO OFTÁLMICO LOF-01 0.003
CIPROFLOXACINA SEMISÓLIDO OFTÁLMICO SSF-01 0.3% (3.0 mg/g)
CIPROFLOXACINA LÍQUIDO PARENTERAL LPA-02 10 mg/ml
CIPROTERONA SÓLIDO ORAL SOR-01 50 mg
CISATRACURIO LÍQUIDO PARENTERAL LPA-02 5 mg/mL
CISATRACURIO LÍQUIDO PARENTERAL LPA-02 2 mg/ml
CISPLATINO SÓLIDO PARENTERAL / LÍQUIDO PARENTERAL SPA-04/LPA-02 10 mg
CISPLATINO SÓLIDO PARENTERAL / LÍQUIDO PARENTERAL SPA-04/LPA-02 50 mg
CITARABINA SÓLIDO PARENTERAL / LÍQUIDO PARENTERAL SPA-04/LPA-02 1 g
CITARABINA SÓLIDO PARENTERAL / LÍQUIDO PARENTERAL SPA-04/LPA-02 100 mg
CITARABINA SÓLIDO PARENTERAL / LÍQUIDO PARENTERAL SPA-04/LPA-02 500 mg
CITICOLINA LÍQUIDO ORAL LOR-01 100 mg/ml
CITICOLINA SÓLIDO ORAL SOR-01 500 mg
CITICOLINA LÍQUIDO PARENTERAL LPA-02 1000 mg/4 ml (250 mg/ml)
CITICOLINA SÓLIDO ORAL SOR-06 1000 mg
CITICOLINA + NIMODIPINO SÓLIDO ORAL SOR-01 100 mg + 30 mg
CITRATO DE SODIO LÍQUIDO PARENTERAL LPA-02 40 mg/ml (136 mmol/l)
CLADRIBINA LÍQUIDO PARENTERAL LPA-02 2 mg/ml
CLADRIBINA SÓLIDO ORAL SOR-01 10 mg
CLARITROMICINA SÓLIDO ORAL SOR-06 125 mg/5 ml
